p1_fighter,p2_fighter,p1_KD,p2_KD,p1_SIG_STR_PCT,p2_SIG_STR_PCT,p1_TD_PCT,p2_TD_PCT,p1_SUB_ATT,p2_SUB_ATT,p1_REV,p2_REV,p1_CTRL,p2_CTRL,p1_R1_KD,p2_R1_KD,p1_R1_SIG_STR_PCT,p2_R1_SIG_STR_PCT,p1_R1_TD_PCT,p2_R1_TD_PCT,p1_R1_SUB_ATT,p2_R1_SUB_ATT,p1_R1_REV,p2_R1_REV,p1_R1_CTRL,p2_R1_CTRL,p1_SIG_STR_PCT_DETAILED,p2_SIG_STR_PCT_DETAILED,p1_R1_SIG_STR_PCT_DETAILED,p2_R1_SIG_STR_PCT_DETAILED,method,referee,winner,event_date,p1_SIG_STR_LANDED,p1_SIG_STR_ATTEMPTED,p2_SIG_STR_LANDED,p2_SIG_STR_ATTEMPTED,p1_TOTAL_STR_LANDED,p1_TOTAL_STR_ATTEMPTED,p2_TOTAL_STR_LANDED,p2_TOTAL_STR_ATTEMPTED,p1_TD_LANDED,p1_TD_ATTEMPTED,p2_TD_LANDED,p2_TD_ATTEMPTED,p1_R1_SIG_STR_LANDED,p1_R1_SIG_STR_ATTEMPTED,p2_R1_SIG_STR_LANDED,p2_R1_SIG_STR_ATTEMPTED,p1_R1_TOTAL_STR_LANDED,p1_R1_TOTAL_STR_ATTEMPTED,p2_R1_TOTAL_STR_LANDED,p2_R1_TOTAL_STR_ATTEMPTED,p1_R1_TD_LANDED,p1_R1_TD_ATTEMPTED,p2_R1_TD_LANDED,p2_R1_TD_ATTEMPTED,p1_HEAD_LANDED,p1_HEAD_ATTEMPTED,p2_HEAD_LANDED,p2_HEAD_ATTEMPTED,p1_BODY_LANDED,p1_BODY_ATTEMPTED,p2_BODY_LANDED,p2_BODY_ATTEMPTED,p1_LEG_LANDED,p1_LEG_ATTEMPTED,p2_LEG_LANDED,p2_LEG_ATTEMPTED,p1_DISTANCE_LANDED,p1_DISTANCE_ATTEMPTED,p2_DISTANCE_LANDED,p2_DISTANCE_ATTEMPTED,p1_CLINCH_LANDED,p1_CLINCH_ATTEMPTED,p2_CLINCH_LANDED,p2_CLINCH_ATTEMPTED,p1_GROUND_LANDED,p1_GROUND_ATTEMPTED,p2_GROUND_LANDED,p2_GROUND_ATTEMPTED,p1_R1_HEAD_LANDED,p1_R1_HEAD_ATTEMPTED,p2_R1_HEAD_LANDED,p2_R1_HEAD_ATTEMPTED,p1_R1_BODY_LANDED,p1_R1_BODY_ATTEMPTED,p2_R1_BODY_LANDED,p2_R1_BODY_ATTEMPTED,p1_R1_LEG_LANDED,p1_R1_LEG_ATTEMPTED,p2_R1_LEG_LANDED,p2_R1_LEG_ATTEMPTED,p1_R1_DISTANCE_LANDED,p1_R1_DISTANCE_ATTEMPTED,p2_R1_DISTANCE_LANDED,p2_R1_DISTANCE_ATTEMPTED,p1_R1_CLINCH_LANDED,p1_R1_CLINCH_ATTEMPTED,p2_R1_CLINCH_LANDED,p2_R1_CLINCH_ATTEMPTED,p1_R1_GROUND_LANDED,p1_R1_GROUND_ATTEMPTED,p2_R1_GROUND_LANDED,p2_R1_GROUND_ATTEMPTED,p1_height,p1_weight,p1_reach,p1_stance,p1_dob,p1_SLpM,p1_Str. Acc.,p1_SApM,p1_Str. Def,p1_TD Avg.,p1_TD Acc.,p1_TD Def.,p1_Sub. Avg.,p2_height,p2_weight,p2_reach,p2_stance,p2_dob,p2_SLpM,p2_Str. Acc.,p2_SApM,p2_Str. Def,p2_TD Avg.,p2_TD Acc.,p2_TD Def.,p2_Sub. Avg.
Cody Stamann,Taylor Lapilus,0,0,0.41,0.55,0.16,,0,0,0,0,204,27,0,0,0.45,0.51,0.0,,0,0,0,0,54,1,0.41,0.55,0.45,0.51,Decision - Unanimous,Blake Grice,0,2024-06-08,59,143,100,180,64,150,107,190,1,6,0,0,22,48,30,58,22,48,30,58,0,1,0,0,23,101,60,132,28,33,25,31,8,9,15,17,47,125,84,162,12,18,16,18,0,0,0,0,10,32,12,37,11,15,14,16,1,1,4,5,17,40,22,50,5,8,8,8,0,0,0,0,66.0,135.0,64.0,Orthodox,1989-11-09,4.32,0.46,3.91,0.6,2.17,0.37,0.76,0.0,66.0,135.0,73.0,Southpaw,1992-04-08,4.59,0.48,2.61,0.62,0.27,0.33,0.77,0.3
Rayanne dos Santos,Puja Tomar,0,0,0.56,0.47,0.0,,0,0,0,0,49,11,0,0,0.61,0.48,0.0,,0,0,0,0,0,0,0.56,0.47,0.61,0.48,Decision - Split,George Conley,0,2024-06-08,84,150,95,199,86,152,99,203,0,3,0,0,27,44,36,75,27,44,37,76,0,1,0,0,47,92,29,112,29,46,50,59,8,12,16,28,79,144,94,194,5,6,1,5,0,0,0,0,17,28,12,48,9,13,21,23,1,3,3,4,26,43,35,71,1,1,1,4,0,0,0,0,62.0,115.0,62.0,Orthodox,1995-06-08,4.36,0.43,5.20,0.61,0.33,0.12,0.88,0.0,64.0,115.0,59.0,Southpaw,1993-12-05,5.61,0.48,5.82,0.46,0.00,0.0,1.0,0.0
Islam Makhachev,Dustin Poirier,0,0,0.56,0.4,0.31,,2,0,0,0,623,30,0,0,0.66,0.2,1.0,,0,0,0,0,263,0,0.56,0.4,0.66,0.2,Submission,Keith Peterson,1,2024-06-01,88,156,74,183,147,222,104,218,5,16,0,0,6,9,1,5,46,53,11,19,1,1,0,0,81,148,53,159,7,7,18,20,0,1,3,4,71,136,51,157,11,14,23,26,6,6,0,0,6,9,1,4,0,0,0,0,0,0,0,1,4,7,1,5,0,0,0,0,2,2,0,0,70.0,155.0,70.0,Southpaw,1991-10-27,2.63,0.58,1.55,0.61,3.20,0.53,0.9,1.1,69.0,155.0,72.0,Southpaw,1989-01-19,5.30,0.5,4.33,0.52,1.24,0.36,0.64,1.3
Sean Strickland,Paulo Costa,0,0,0.45,0.59,,,0,0,0,0,1,0,0,0,0.42,0.72,,,0,0,0,0,1,0,0.45,0.59,0.42,0.72,Decision - Split,Jason Herzog,1,2024-06-01,182,402,158,266,182,402,158,266,0,0,0,0,24,56,31,43,24,56,31,43,0,0,0,0,104,258,28,100,67,127,84,111,11,17,46,55,179,397,157,265,3,5,1,1,0,0,0,0,5,18,4,10,16,35,17,21,3,3,10,12,24,54,30,42,0,2,1,1,0,0,0,0,73.0,185.0,76.0,Orthodox,1991-02-27,5.95,0.42,4.57,0.6,0.73,0.64,0.76,0.2,73.0,185.0,72.0,Orthodox,1991-04-21,6.22,0.58,6.56,0.49,0.36,0.75,0.8,0.0
Kevin Holland,Michal Oleksiejczuk,0,0,0.47,0.44,,,1,0,0,0,16,31,0,0,0.47,0.44,,,1,0,0,0,16,31,0.47,0.44,0.47,0.44,Submission,Herb Dean,1,2024-06-01,8,17,8,18,8,17,9,19,0,0,0,0,8,17,8,18,8,17,9,19,0,0,0,0,5,13,5,15,3,4,3,3,0,0,0,0,8,17,6,13,0,0,0,0,0,0,2,5,5,13,5,15,3,4,3,3,0,0,0,0,8,17,6,13,0,0,0,0,0,0,2,5,75.0,170.0,81.0,Orthodox,1992-11-05,4.19,0.5,3.10,0.5,0.77,0.37,0.54,0.6,72.0,185.0,74.0,Southpaw,1995-02-22,5.27,0.51,4.51,0.59,1.05,0.43,0.48,0.0
Niko Price,Alex Morono,0,0,0.48,0.45,1.0,1.0,0,0,1,0,217,56,0,0,0.31,0.47,1.0,1.0,0,0,1,0,70,29,0.48,0.45,0.31,0.47,Decision - Unanimous,Keith Peterson,1,2024-06-01,108,224,96,210,138,259,111,225,5,5,1,1,16,51,34,72,21,58,40,78,1,1,1,1,78,181,74,184,24,33,13,15,6,10,9,11,78,182,91,204,9,19,2,3,21,23,3,3,12,45,26,63,4,5,4,4,0,1,4,5,14,47,32,70,0,2,0,0,2,2,2,2,72.0,170.0,76.0,Orthodox,1989-09-29,5.21,0.42,5.58,0.48,1.04,0.29,0.52,0.7,71.0,170.0,72.0,Orthodox,1990-08-16,5.03,0.4,4.78,0.56,0.33,0.24,0.47,0.3
Randy Brown,Elizeu Zaleski dos Santos,0,0,0.47,0.34,,0.57,2,1,1,0,42,333,0,0,0.47,0.26,,0.0,0,0,0,0,0,7,0.47,0.34,0.47,0.26,Decision - Unanimous,Gasper Oliver,1,2024-06-01,67,141,26,76,89,166,42,94,0,0,4,7,34,71,9,34,35,72,9,34,0,0,0,1,50,120,8,50,5,8,3,9,12,13,15,17,61,133,24,73,2,2,1,2,4,6,1,1,24,60,2,22,2,3,3,6,8,8,4,6,33,70,9,34,1,1,0,0,0,0,0,0,75.0,170.0,78.0,Orthodox,1990-07-08,4.47,0.47,3.26,0.54,0.79,0.39,0.73,0.6,71.0,170.0,73.0,Orthodox,1986-12-11,4.26,0.41,3.52,0.56,0.75,0.2,0.68,0.5
Cesar Almeida,Roman Kopylov,0,1,0.55,0.57,,0.55,0,0,0,0,0,519,0,1,0.54,0.58,,0.66,0,0,0,0,0,121,0.55,0.57,0.54,0.58,Decision - Split,Herb Dean,0,2024-06-01,58,105,41,71,114,162,74,114,0,0,5,9,23,42,18,31,28,47,23,36,0,0,2,3,18,52,34,63,24,30,5,6,16,23,2,2,51,97,32,61,6,6,0,0,1,2,9,10,4,15,13,26,7,10,4,4,12,17,1,1,23,42,12,24,0,0,0,0,0,0,6,7,73.0,185.0,74.0,Orthodox,1988-03-28,4.16,0.58,2.32,0.48,0.00,0.0,0.6,0.3,72.0,185.0,75.0,Southpaw,1991-05-04,4.96,0.5,4.86,0.55,1.17,0.42,0.87,0.0
Jailton Almeida,Alexandr Romanov,0,0,0.5,1.0,0.5,,2,0,0,0,127,0,0,0,0.5,1.0,0.5,,2,0,0,0,127,0,0.5,1.0,0.5,1.0,Submission,Vitor Ribeiro,1,2024-06-01,1,2,1,1,2,3,1,1,1,2,0,0,1,2,1,1,2,3,1,1,1,2,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,75.0,205.0,79.0,Orthodox,1991-06-26,2.62,0.65,0.89,0.41,6.58,0.6,0.6,2.4,74.0,262.0,75.0,Southpaw,1990-12-11,3.78,0.51,2.13,0.54,4.49,0.55,0.28,0.9
Grant Dawson,Joe Solecki,0,0,0.65,0.63,1.0,0.0,0,1,0,0,826,14,0,0,0.63,1.0,1.0,0.0,0,1,0,0,282,14,0.65,0.63,0.63,1.0,Decision - Unanimous,Jason Herzog,1,2024-06-01,46,70,12,19,146,190,27,35,3,3,0,2,7,11,2,2,34,40,6,6,1,1,0,1,39,62,10,17,6,7,1,1,1,1,1,1,7,14,6,11,1,1,1,3,38,55,5,5,6,10,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,10,2,2,70.0,155.0,72.0,Switch,1994-02-20,3.20,0.52,2.11,0.44,3.87,0.4,0.57,1.1,69.0,155.0,70.0,Orthodox,1993-08-27,1.97,0.53,1.85,0.5,2.06,0.48,0.14,1.4
Phil Rowe,Jake Matthews,0,0,0.32,0.4,0.0,1.0,0,0,1,1,110,184,0,0,0.39,0.41,,,0,0,0,0,0,10,0.32,0.4,0.39,0.41,Decision - Unanimous,Vitor Ribeiro,0,2024-06-01,34,104,66,164,40,111,89,188,0,1,1,1,18,46,30,73,18,46,35,78,0,0,0,0,27,92,36,125,1,3,18,27,6,9,12,12,32,102,60,155,2,2,3,6,0,0,3,3,14,39,17,56,1,1,6,10,3,6,7,7,16,44,26,68,2,2,2,3,0,0,2,2,75.0,170.0,80.0,Orthodox,1990-07-18,3.65,0.49,4.34,0.55,0.70,0.36,0.56,0.3,71.0,170.0,73.0,Orthodox,1994-08-19,3.45,0.43,2.63,0.61,1.46,0.41,0.67,0.6
Mickey Gall,Bassil Hafez,0,0,0.58,0.47,0.5,0.6,0,0,0,0,8,72,0,0,0.51,0.46,,,0,0,0,0,0,0,0.58,0.47,0.51,0.46,Decision - Unanimous,Jason Herzog,0,2024-06-01,83,143,95,201,93,153,101,210,1,2,3,5,24,47,29,63,24,47,29,63,0,0,0,0,70,126,83,187,13,17,7,9,0,0,5,5,78,136,91,194,4,6,1,4,1,1,3,3,19,39,22,55,5,8,4,5,0,0,3,3,21,42,28,61,3,5,1,2,0,0,0,0,74.0,170.0,74.0,Switch,1992-01-22,3.50,0.49,4.72,0.49,1.15,0.32,0.37,1.6,71.0,170.0,72.0,Orthodox,1992-01-31,3.71,0.38,5.68,0.41,2.21,0.24,0.5,0.0
Ailin Perez,Joselyne Edwards,1,0,0.67,0.42,0.54,,0,1,2,4,258,311,0,0,0.82,0.5,1.0,,0,0,2,3,188,73,0.67,0.42,0.82,0.5,Decision - Unanimous,Gasper Oliver,1,2024-06-01,42,62,27,64,68,91,130,179,6,11,0,0,14,17,3,6,30,35,32,35,3,3,0,0,16,28,9,37,15,19,8,14,11,15,10,13,24,44,24,59,8,8,1,3,10,10,2,2,8,9,1,3,2,2,2,2,4,6,0,1,3,6,1,4,3,3,1,1,8,8,1,1,65.0,135.0,66.0,Switch,1994-10-05,3.10,0.54,1.79,0.55,4.68,0.46,0.66,0.2,68.0,135.0,70.0,Orthodox,1995-09-29,4.62,0.53,3.20,0.49,1.31,0.41,0.61,0.6
Mitch Raposo,Andre Lima,0,0,0.42,0.51,0.5,0.0,0,0,0,0,9,9,0,0,0.35,0.58,,,0,0,0,0,0,0,0.42,0.51,0.35,0.58,Decision - Split,Herb Dean,0,2024-06-01,32,76,51,100,32,76,52,101,1,2,0,1,7,20,17,29,7,20,17,29,0,0,0,0,20,58,14,47,12,18,7,12,0,0,30,41,32,76,49,98,0,0,2,2,0,0,0,0,6,17,4,10,1,3,1,2,0,0,12,17,7,20,17,29,0,0,0,0,0,0,0,0,65.0,125.0,64.0,Switch,1998-10-16,1.62,0.33,3.20,0.55,3.54,0.37,0.5,0.0,67.0,125.0,67.0,Orthodox,1999-02-04,4.06,0.6,2.49,0.57,1.36,0.75,0.75,1.1
Edson Barboza,Lerone Murphy,0,0,0.32,0.6,,0.66,0,0,0,0,17,319,0,0,0.47,0.54,,,0,0,0,0,0,14,0.32,0.6,0.47,0.54,Decision - Unanimous,Herb Dean,0,2024-05-18,79,242,220,364,79,242,259,410,0,0,4,6,25,53,34,62,25,53,38,66,0,0,0,0,38,189,172,308,15,21,27,34,26,32,21,22,77,239,205,344,2,3,13,17,0,0,2,3,14,39,26,52,2,2,6,8,9,12,2,2,24,51,32,59,1,2,0,0,0,0,2,3,71.0,145.0,75.0,Orthodox,1986-01-21,4.11,0.44,4.65,0.56,0.45,0.5,0.72,0.1,69.0,145.0,73.0,Orthodox,1991-07-22,4.53,0.54,2.48,0.61,1.45,0.54,0.52,0.5
Khaos Williams,Carlston Harris,1,0,0.6,0.46,,,0,0,0,0,1,0,1,0,0.6,0.46,,,0,0,0,0,1,0,0.6,0.46,0.6,0.46,KO/TKO,Dan Miragliotta,1,2024-05-18,12,20,14,30,12,20,14,30,0,0,0,0,12,20,14,30,12,20,14,30,0,0,0,0,5,9,10,25,2,4,1,2,5,7,3,3,11,19,14,30,0,0,0,0,1,1,0,0,5,9,10,25,2,4,1,2,5,7,3,3,11,19,14,30,0,0,0,0,1,1,0,0,72.0,170.0,77.0,Orthodox,1994-03-30,5.36,0.38,5.19,0.43,0.00,0.0,0.6,0.0,72.0,170.0,76.0,Orthodox,1987-07-09,3.79,0.43,3.46,0.54,1.46,0.22,0.55,0.6
Themba Gorimbo,Ramiz Brahimaj,0,0,0.82,0.5,0.83,0.12,0,0,1,0,613,224,0,0,1.0,1.0,0.0,0.0,0,0,0,0,200,66,0.82,0.5,1.0,1.0,Decision - Unanimous,Mark Smith,1,2024-05-18,43,52,3,6,110,134,15,20,5,6,1,8,5,5,2,2,34,37,9,10,0,1,0,4,9,13,0,2,31,35,3,4,3,4,0,0,6,10,0,2,35,38,3,4,2,4,0,0,1,1,0,0,4,4,2,2,0,0,0,0,1,1,0,0,4,4,2,2,0,0,0,0,73.0,170.0,77.0,Orthodox,1991-01-23,3.15,0.61,1.09,0.56,4.81,0.65,0.82,0.6,70.0,170.0,72.0,Orthodox,1992-11-17,2.26,0.44,4.04,0.43,1.51,0.35,0.44,1.5
Adrian Yanez,Vinicius Salvador,1,0,0.64,0.5,,,0,0,0,0,17,0,1,0,0.64,0.5,,,0,0,0,0,17,0,0.64,0.5,0.64,0.5,KO/TKO,Chris Tognoni,1,2024-05-18,36,56,17,34,36,58,17,34,0,0,0,0,36,56,17,34,36,58,17,34,0,0,0,0,27,45,6,20,1,2,6,6,8,9,5,8,15,28,17,34,0,0,0,0,21,28,0,0,27,45,6,20,1,2,6,6,8,9,5,8,15,28,17,34,0,0,0,0,21,28,0,0,67.0,135.0,70.0,Orthodox,1993-11-29,6.23,0.41,5.75,0.54,0.00,0.0,0.81,0.0,67.0,135.0,70.0,Southpaw,1996-07-24,5.48,0.43,6.50,0.48,0.36,0.11,0.86,0.0
Luana Pinheiro,Angela Hill,0,0,0.28,0.35,0.14,0.33,0,1,0,1,4,186,0,0,0.35,0.23,0.0,1.0,0,0,0,0,0,123,0.28,0.35,0.35,0.23,Submission,Herb Dean,0,2024-05-18,17,60,28,79,25,77,39,91,1,7,2,6,7,20,8,34,14,36,15,42,0,2,2,2,11,51,19,64,3,6,9,15,3,3,0,0,15,54,21,71,2,6,3,3,0,0,4,5,6,19,8,29,0,0,0,5,1,1,0,0,6,17,4,29,1,3,0,0,0,0,4,5,62.0,115.0,62.0,Orthodox,1992-11-18,3.29,0.39,4.06,0.6,2.33,0.37,0.71,0.2,63.0,115.0,64.0,Orthodox,1985-01-12,5.47,0.5,4.92,0.61,0.81,0.32,0.75,0.1
Victor Martinez,Tom Nolan,1,0,0.69,0.51,0.0,,0,0,0,0,48,2,1,0,0.69,0.51,0.0,,0,0,0,0,48,2,0.69,0.51,0.69,0.51,KO/TKO,Mark Smith,0,2024-05-18,18,26,33,64,20,29,41,72,0,1,0,0,18,26,33,64,20,29,41,72,0,1,0,0,6,12,14,38,7,9,13,20,5,5,6,6,16,23,29,58,1,1,0,1,1,2,4,5,6,12,14,38,7,9,13,20,5,5,6,6,16,23,29,58,1,1,0,1,1,2,4,5,68.0,155.0,70.0,Orthodox,1991-07-17,7.94,0.51,7.66,0.53,0.70,0.33,0.8,0.0,75.0,155.0,73.0,Southpaw,2000-03-08,5.82,0.45,4.85,0.46,0.41,0.12,0.66,1.6
Oumar Sy,Tuco Tokkos,0,0,0.0,0.75,0.66,,1,0,0,0,210,0,0,0,0.0,0.75,0.66,,1,0,0,0,210,0,0.0,0.75,0.0,0.75,Submission,Dan Miragliotta,1,2024-05-18,0,2,3,4,1,8,4,5,2,3,0,0,0,2,3,4,1,8,4,5,2,3,0,0,0,2,1,1,0,0,0,1,0,0,2,2,0,2,3,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,2,2,0,2,3,4,0,0,0,0,0,0,0,0,76.0,205.0,83.0,Orthodox,1995-11-21,4.81,0.59,1.71,0.73,3.21,0.4,1.0,0.8,76.0,205.0,76.0,Orthodox,1990-06-30,2.51,0.38,4.99,0.48,2.65,0.4,0.33,0.0
Tamires Vidal,Melissa Gatto,0,0,0.51,0.57,,1.0,1,1,0,0,53,418,0,0,1.0,0.66,,1.0,1,0,0,0,0,273,0.51,0.57,1.0,0.66,KO/TKO,Chris Tognoni,0,2024-05-18,15,29,30,52,50,66,120,163,0,0,2,2,3,3,6,9,32,34,72,85,0,0,1,1,7,21,13,30,2,2,16,20,6,6,1,2,14,28,22,40,1,1,1,5,0,0,7,7,1,1,4,7,0,0,2,2,2,2,0,0,3,3,4,7,0,0,0,0,0,0,2,2,66.0,135.0,68.0,Orthodox,1998-07-27,2.91,0.53,4.46,0.49,0.00,0.0,0.35,0.7,65.0,135.0,69.0,Orthodox,1996-05-02,3.78,0.49,2.84,0.54,1.47,0.28,0.63,0.5
Abus Magomedov,Warlley Alves,0,0,0.5,0.42,0.85,,0,0,0,0,716,37,0,0,0.45,0.33,1.0,,0,0,0,0,210,6,0.5,0.42,0.45,0.33,Decision - Unanimous,Dan Miragliotta,1,2024-05-18,22,44,16,38,98,168,17,39,6,7,0,0,9,20,8,24,30,57,8,24,3,3,0,0,15,32,7,26,7,11,4,4,0,1,5,8,9,27,16,37,2,2,0,1,11,15,0,0,5,13,4,17,4,6,3,3,0,1,1,4,5,15,8,23,2,2,0,1,2,3,0,0,74.0,185.0,78.0,Orthodox,1990-09-02,3.21,0.48,3.68,0.56,2.65,0.57,1.0,0.2,71.0,185.0,72.0,Orthodox,1991-01-04,3.04,0.48,3.95,0.5,1.22,0.5,0.62,0.8
Piera Rodriguez,Ariane Carnelossi,1,0,0.49,0.32,0.5,,0,0,0,0,233,0,0,0,0.38,0.3,1.0,,0,0,0,0,82,0,0.49,0.32,0.38,0.3,DQ,Mark Smith,0,2024-05-18,40,81,16,49,51,102,46,89,1,2,0,0,19,50,10,33,24,60,32,63,1,1,0,0,34,73,13,43,6,8,2,2,0,0,1,4,22,60,12,43,11,13,4,6,7,8,0,0,18,49,9,29,1,1,0,0,0,0,1,4,14,43,9,31,2,3,1,2,3,4,0,0,63.0,115.0,63.0,Orthodox,1992-11-11,3.40,0.48,2.63,0.57,4.06,0.51,0.66,0.0,62.0,115.0,61.0,Orthodox,1992-11-17,2.87,0.39,4.74,0.45,1.37,0.55,0.14,0.3
Alatengheili,Kleydson Rodrigues,0,0,0.3,0.42,0.75,0.0,0,0,0,0,496,30,0,0,0.5,0.5,0.5,,0,0,0,0,250,20,0.3,0.42,0.5,0.5,Decision - Unanimous,Herb Dean,1,2024-05-18,18,59,37,88,107,183,70,126,3,4,0,1,3,6,2,4,49,73,9,14,1,2,0,0,14,50,15,55,3,8,10,15,1,1,12,18,15,53,37,88,0,0,0,0,3,6,0,0,3,6,0,1,0,0,1,1,0,0,1,2,1,2,2,4,0,0,0,0,2,4,0,0,65.0,135.0,66.0,Orthodox,1991-12-14,2.82,0.32,5.12,0.57,1.74,0.43,0.75,0.0,65.0,135.0,67.0,Orthodox,1995-10-22,4.58,0.57,2.29,0.53,0.60,0.22,0.53,0.6
Vanessa Demopoulos,Emily Ducote,0,0,0.37,0.66,0.0,,0,0,0,0,0,46,0,0,0.43,0.55,,,0,0,0,0,0,0,0.37,0.66,0.43,0.55,Decision - Split,Chris Tognoni,1,2024-05-18,109,293,143,214,126,311,147,218,0,3,0,0,43,99,30,54,43,99,30,54,0,0,0,0,76,250,86,150,18,25,22,26,15,18,35,38,106,289,140,211,3,4,0,0,0,0,3,3,25,75,15,37,7,11,5,5,11,13,10,12,43,99,30,54,0,0,0,0,0,0,0,0,62.0,115.0,59.0,Orthodox,1988-09-22,3.49,0.41,5.23,0.41,0.36,0.11,0.25,0.5,62.0,115.0,63.0,Orthodox,1994-01-01,7.45,0.52,7.84,0.57,0.20,0.14,0.94,0.0
Derrick Lewis,Rodrigo Nascimento,1,0,0.54,0.65,0.25,1.0,0,0,1,0,203,286,0,0,0.52,0.65,0.5,1.0,0,0,1,0,100,157,0.54,0.65,0.52,0.65,KO/TKO,Jason Herzog,1,2024-05-11,41,75,27,41,47,81,72,92,1,4,1,1,9,17,15,23,15,23,48,62,1,2,1,1,33,65,16,30,8,10,7,7,0,0,4,4,15,41,8,20,13,16,6,6,13,18,13,15,5,11,8,16,4,6,5,5,0,0,2,2,4,10,4,10,5,5,4,4,0,2,7,9,75.0,260.0,79.0,Orthodox,1985-02-07,2.48,0.5,2.48,0.4,0.57,0.26,0.52,0.0,74.0,246.0,80.0,Orthodox,1992-11-26,3.71,0.47,4.34,0.44,1.02,0.37,0.6,0.5
Joaquin Buckley,Nursulton Ruziboev,1,0,0.55,0.43,1.0,,0,0,1,1,330,34,0,0,0.34,0.31,1.0,,0,0,0,0,76,0,0.55,0.43,0.34,0.31,Decision - Unanimous,Keith Peterson,1,2024-05-11,86,156,31,72,113,187,43,87,4,4,0,0,8,23,7,22,8,23,11,27,2,2,0,0,70,137,17,46,14,17,13,24,2,2,1,2,15,50,23,59,0,0,1,1,71,106,7,12,5,18,4,15,2,4,3,6,1,1,0,1,4,14,7,22,0,0,0,0,4,9,0,0,70.0,170.0,76.0,Southpaw,1994-04-27,4.22,0.37,3.13,0.59,1.78,0.45,0.73,0.1,77.0,185.0,76.0,Orthodox,1993-11-19,2.59,0.46,2.89,0.48,0.75,0.66,0.33,0.0
Alonzo Menifield,Carlos Ulberg,0,1,0.25,0.63,,,0,0,0,0,0,2,0,1,0.25,0.63,,,0,0,0,0,0,2,0.25,0.63,0.25,0.63,KO/TKO,Nick Berens,0,2024-05-11,1,4,7,11,1,4,7,11,0,0,0,0,1,4,7,11,1,4,7,11,0,0,0,0,1,4,7,11,0,0,0,0,0,0,0,0,1,4,5,8,0,0,0,0,0,0,2,3,1,4,7,11,0,0,0,0,0,0,0,0,1,4,5,8,0,0,0,0,0,0,2,3,72.0,205.0,76.0,Orthodox,1987-10-18,4.00,0.55,3.92,0.49,0.56,0.31,0.78,0.2,76.0,205.0,77.0,Orthodox,1990-11-07,6.77,0.55,4.21,0.51,0.58,0.6,0.85,0.2
Diego Ferreira,Mateusz Rebecki,0,1,0.51,0.37,1.0,0.8,0,0,0,0,132,146,0,1,0.32,0.5,,,0,0,0,0,0,76,0.51,0.37,0.32,0.5,KO/TKO,Gary Copeland,1,2024-05-11,123,241,52,137,151,272,60,146,3,3,4,5,21,65,30,60,28,73,35,66,0,0,0,0,94,189,34,109,28,51,11,21,1,1,7,7,94,203,46,129,0,1,0,0,29,37,6,8,15,51,21,51,6,14,7,7,0,0,2,2,21,64,24,52,0,1,0,0,0,0,6,8,69.0,155.0,74.0,Orthodox,1985-01-18,4.82,0.4,3.46,0.55,0.86,0.3,0.57,0.6,67.0,155.0,66.0,Southpaw,1992-11-03,4.70,0.48,4.13,0.54,3.84,0.75,0.45,0.8
Alex Caceres,Sean Woodson,0,0,0.41,0.44,,,0,0,0,0,12,0,0,0,0.36,0.49,,,0,0,0,0,0,0,0.41,0.44,0.36,0.49,Decision - Unanimous,Jason Herzog,0,2024-05-11,82,197,101,226,85,200,101,226,0,0,0,0,18,49,31,63,18,49,31,63,0,0,0,0,43,143,61,171,28,40,19,28,11,14,21,27,79,190,98,222,3,7,3,4,0,0,0,0,11,36,18,44,4,8,3,6,3,5,10,13,18,49,31,63,0,0,0,0,0,0,0,0,70.0,145.0,73.0,Southpaw,1988-06-20,4.21,0.49,3.09,0.62,0.54,0.68,0.64,0.7,74.0,145.0,78.0,Orthodox,1992-06-07,5.57,0.46,4.18,0.58,0.58,0.55,0.84,0.3
Waldo Cortes-Acosta,Robelis Despaigne,0,0,0.51,0.5,0.75,,1,0,0,0,589,19,0,0,0.6,0.28,1.0,,1,0,0,0,272,0,0.51,0.5,0.6,0.28,Decision - Unanimous,Josh Stewart,1,2024-05-11,52,101,26,52,130,204,28,59,3,4,0,0,6,10,2,7,34,49,4,11,1,1,0,0,44,92,11,36,0,0,2,3,8,9,13,13,15,24,26,51,0,1,0,1,37,76,0,0,5,9,2,7,0,0,0,0,1,1,0,0,2,4,2,7,0,0,0,0,4,6,0,0,76.0,260.0,78.0,Orthodox,1991-10-03,5.76,0.49,3.47,0.55,0.49,0.5,0.66,0.2,79.0,265.0,84.0,Orthodox,1988-09-09,2.11,0.59,2.54,0.46,0.00,0.0,0.5,0.0
